# Our own wording for the fault-code help SDD's screens hold.
#
# Five tab-separated columns: the mnemonic's name, the fingerprint of the
# line the library carries, then English, Ukrainian and Russian. A library
# exported since 2026-09-12 names a screen's items, and the name is how the
# row is found; a library from before gives lines of text, and the
# fingerprint — FNV-1a over the UTF-8 bytes of the line with whitespace
# collapsed to single spaces — is how. Neither column is a sentence of SDD's
# (`ADR-0026`). What each row says is plain from its English column.
#
# The text is this project's own technical writing, describing what the car
# does. The library still decides which lines a code is given on a particular
# model and year; only the words are ours. A line with no row is shown as the
# library has it, in English, one line at a time.
	291943832082e8c2	Instrument pack to main lighting switch (high beam) circuit: open circuit, short circuit to ground, short circuit to battery positive voltage.	Коло від панелі приладів до головного перемикача світла (дальнє світло): обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь от панели приборов к главному переключателю света (дальний свет): обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	2b3993455317b0df	Accelerator pedal position sensor to engine control module sense circuit (accelerator pedal position 2): open circuit, high resistance	Коло вимірювання від датчика положення педалі газу до модуля керування двигуном (положення педалі газу 2): обрив, високий опір.	Цепь измерения от датчика положения педали газа к модулю управления двигателем (положение педали газа 2): обрыв, высокое сопротивление.
	2d40c6e1f9c29d79	Luggage compartment lid ajar switch ground fault.	Несправність маси кінцевого вимикача кришки багажника.	Неисправность массы концевого выключателя крышки багажника.
	2d608c0c083dd151	Transmission control module to engine control module P/N circuit: open circuit, short circuit to ground, short circuit to battery voltage.	Коло P/N (паркінг/нейтраль) між модулем керування коробкою передач і модулем керування двигуном: обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь P/N (паркинг/нейтраль) между модулем управления коробкой передач и модулем управления двигателем: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	2def824c9552920e	Fuel tank pressure sensor to engine control module sense circuit: open circuit, short circuit to ground, short circuit to battery voltage.	Коло вимірювання від датчика тиску в паливному баку до модуля керування двигуном: обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь измерения от датчика давления в топливном баке к модулю управления двигателем: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	2f1821014ed78f1c	Adaptive damping control module to rear left damper solenoid circuit(s): short circuit to ground.	Кола від модуля адаптивних амортизаторів до соленоїда заднього лівого амортизатора: коротке замикання на масу.	Цепи от модуля адаптивных амортизаторов к соленоиду заднего левого амортизатора: короткое замыкание на массу.
	31a72f3820fa79f9	Clutch pedal safety switch to engine control module circuit: open circuit, high resistance	Коло від вимикача безпеки педалі зчеплення до модуля керування двигуном: обрив, високий опір.	Цепь от выключателя безопасности педали сцепления к модулю управления двигателем: обрыв, высокое сопротивление.
	33f15673ce60ee5c	Brake pressure sensor signal circuit: open circuit, short circuit to ground, short circuit to battery voltage, high resistance.	Коло сигналу датчика тиску в гальмівній системі: обрив, коротке замикання на масу, коротке замикання на плюс АКБ, високий опір.	Цепь сигнала датчика давления в тормозной системе: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ, высокое сопротивление.
	3664bc60a0a4bcb1	Transmission to transmission control module intermediate speed sensor circuit: open circuit, short circuit, high resistance	Коло датчика проміжної швидкості між коробкою передач і модулем керування коробкою передач: обрив, коротке замикання, високий опір.	Цепь датчика промежуточной скорости между коробкой передач и модулем управления коробкой передач: обрыв, короткое замыкание, высокое сопротивление.
	37b3736d95d1daaf	If short circuit to battery positive voltage - TCC permanently engaged	Якщо коротке замикання на плюс АКБ — гідротрансформатор постійно заблокований.	Если короткое замыкание на плюс АКБ — гидротрансформатор постоянно заблокирован.
	3a9fc28c3aef4920	Transmission to transmission control module output speed sensor circuit: shielding defective.	Коло датчика вихідної швидкості між коробкою передач і модулем керування коробкою передач: несправне екранування.	Цепь датчика выходной скорости между коробкой передач и модулем управления коробкой передач: неисправное экранирование.
	3e1b3c02599fe880	If crankshaft position sensor fault exists and engine will not start, battery voltage must drop below 10.5 volts during cranking for diagnostic trouble code to be flagged.	Якщо є несправність датчика положення колінчастого вала і двигун не запускається, для позначення коду напруга акумулятора під час прокручування має впасти нижче 10,5 В.	Если есть неисправность датчика положения коленчатого вала и двигатель не запускается, для отметки кода напряжение аккумулятора при прокручивании должно упасть ниже 10,5 В.
	3f1ba2c05f93b98f	If this diagnostic trouble code is listed for the rear seat control module and the VIN range of the vehicle is either of those stated below, then this rear seat control module requires re-calibrating, with the latest calibration software.	Якщо цей код несправності записаний для модуля керування задніми сидіннями і VIN автомобіля потрапляє в один із наведених нижче діапазонів, модуль керування задніми сидіннями потребує повторного калібрування найновішим калібрувальним програмним забезпеченням.	Если этот код неисправности записан для модуля управления задними сиденьями и VIN автомобиля попадает в один из приведённых ниже диапазонов, модуль управления задними сиденьями требует повторной калибровки новейшим калибровочным программным обеспечением.
	3ffa6844d8845f41	Transmission to transmission control module output speed sensor circuit: open circuit, short circuit, high resistance.	Коло датчика вихідної швидкості між коробкою передач і модулем керування коробкою передач: обрив, коротке замикання, високий опір.	Цепь датчика выходной скорости между коробкой передач и модулем управления коробкой передач: обрыв, короткое замыкание, высокое сопротивление.
	4164f14a6890c1dc	General electronics control module to headlamp high beam bulbs circuit(s): open circuit, short circuit to ground, short circuit to battery positive voltage.	Кола від загального електронного модуля до ламп дальнього світла фар: обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепи от общего электронного модуля к лампам дальнего света фар: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	42ae2acafd383d53	Transmission control module Relay failure	Несправність реле модуля керування коробкою передач.	Неисправность реле модуля управления коробкой передач.
	454481acdfc338a5	Transmission to transmission control module 2/4 brake timing solenoid circuit: open circuit, short circuit	Коло соленоїда моменту вмикання гальма 2/4 між коробкою передач і модулем керування коробкою передач: обрив, коротке замикання.	Цепь соленоида момента включения тормоза 2/4 между коробкой передач и модулем управления коробкой передач: обрыв, короткое замыкание.
	45d7e736e84709d2	If other cause - fixed 3rd gear at low vehicle speed; fixed 4th gear at high vehicle speed	Якщо причина інша — фіксована 3-тя передача на малій швидкості, фіксована 4-та на великій.	Если причина иная — фиксированная 3-я передача на малой скорости, фиксированная 4-я на большой.
	46f70d06bf89cf2b	If this diagnostic trouble code is listed for the driver's seat control module and the VIN range of the vehicle is either of those stated below, then this driver's seat control module requires re-calibrating, with the latest calibration software.	Якщо цей код несправності записаний для модуля керування сидінням водія і VIN автомобіля потрапляє в один із наведених нижче діапазонів, модуль керування сидінням водія потребує повторного калібрування найновішим калібрувальним програмним забезпеченням.	Если этот код неисправности записан для модуля управления сиденьем водителя и VIN автомобиля попадает в один из приведённых ниже диапазонов, модуль управления сиденьем водителя требует повторной калибровки новейшим калибровочным программным обеспечением.
	4721244f5c8d2aa0	D - 4 Switch to transmission control module circuit: short circuit, open circuit, high resistance	Коло вимикача D-4 до модуля керування коробкою передач: коротке замикання, обрив, високий опір.	Цепь выключателя D-4 к модулю управления коробкой передач: короткое замыкание, обрыв, высокое сопротивление.
	4740f3412bd79fd4	Air suspension This diagnostic trouble code will be present at pre-delivery inspection and the air suspension fault will be displayed with the transit relay fitted. After setting the vehicle to customer mode, this diagnostic trouble code will still be logged and can now be cleared or a ignition cycle can be carried out on the vehicle, for the diagnostic trouble code to be removed. There should be no need to carry out any suspension calibration at this time, as the vehicle will self level during road test.	Пневмопідвіска. Цей код несправності присутній під час передпродажної підготовки, і з установленим транспортним реле показується несправність пневмопідвіски. Після переведення автомобіля в режим клієнта цей код усе ще залишається записаним; тепер його можна стерти або виконати цикл запалювання, щоб код зник. Робити калібрування підвіски при цьому не потрібно: автомобіль вирівняється сам під час дорожнього випробування.	Пневмоподвеска. Этот код неисправности присутствует при предпродажной подготовке, и с установленным транспортным реле показывается неисправность пневмоподвески. После перевода автомобиля в режим клиента этот код всё ещё остаётся записанным; теперь его можно стереть или выполнить цикл зажигания, чтобы код исчез. Делать калибровку подвески при этом не нужно: автомобиль выровняется сам во время дорожного испытания.
	4a00f40763d24d0f	Yaw rate and lateral acceleration sensors cluster circuit: open circuit, short circuit to ground, short circuit to battery voltage, short circuit to each other, high resistance.	Коло блока датчиків кутової швидкості та бічного прискорення: обрив, коротке замикання на масу, коротке замикання на плюс АКБ, коротке замикання між собою, високий опір.	Цепь блока датчиков угловой скорости и бокового ускорения: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ, короткое замыкание между собой, высокое сопротивление.
	4c55d6635eb9c1cc	Start engine; idle 30 seconds	Запустіть двигун; холостий хід 30 секунд.	Запустите двигатель; холостой ход 30 секунд.
	4ed442db8764f41f	Diagnostic check: The on-board diagnostic checks the AAI control unit circuit.	Діагностична перевірка: бортова діагностика перевіряє коло блока керування AAI.	Диагностическая проверка: бортовая диагностика проверяет цепь блока управления AAI.
	51974742d0d485a5	Adaptive damping control module to front vertical accelerometer sensing circuit: open circuit, short circuit to ground, short circuit to battery positive voltage.	Коло вимірювання від модуля адаптивних амортизаторів до переднього датчика вертикального прискорення: обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь измерения от модуля адаптивных амортизаторов к переднему датчику вертикального ускорения: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	5330f4c74892ce27	Transmission control module Relay supply circuits: open circuit (fuse)	Кола живлення реле модуля керування коробкою передач: обрив (запобіжник).	Цепи питания реле модуля управления коробкой передач: обрыв (предохранитель).
	54a12632a04f2091	Driver's door module failure - check the driver's door module diagnostic trouble codes.	Несправність модуля дверей водія — перевірте коди несправностей модуля дверей водія.	Неисправность модуля двери водителя — проверьте коды неисправностей модуля двери водителя.
	54df96904eb3dfea	Drive the vehicle steadily between 48 - 97 km/h (30 - 60 mph) for 10 minutes.	Ведіть автомобіль рівномірно зі швидкістю 48 - 97 км/год (30 - 60 миль/год) протягом 10 хвилин.	Ведите автомобиль равномерно со скоростью 48 - 97 км/ч (30 - 60 миль/ч) в течение 10 минут.
	55b510c682ac9fac	Rear electronics control module to brake switch circuit open circuit, short circuit to ground, short circuit to battery positive voltage.	Коло від заднього електронного модуля до вимикача стоп-сигналу: обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь от заднего электронного модуля к выключателю стоп-сигнала: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	5916070d4efa9dc5	Pump battery power supply circuit: open circuit, short circuit to ground.	Коло живлення насоса від акумулятора: обрив, коротке замикання на масу.	Цепь питания насоса от аккумулятора: обрыв, короткое замыкание на массу.
	5a075ba81ecf0e0c	Idle engine until engine coolant temperature reaches 80°C (176°F)	Тримайте двигун на холостому ходу, доки температура охолоджувальної рідини не досягне 80°C (176°F).	Держите двигатель на холостом ходу, пока температура охлаждающей жидкости не достигнет 80°C (176°F).
	609c0c59c1f24070	Transmission to transmission control module shift solenoid A circuit: open circuit, short circuit to battery positive voltage, short circuit to ground	Коло соленоїда перемикання A між коробкою передач і модулем керування коробкою передач: обрив, коротке замикання на плюс АКБ, коротке замикання на масу.	Цепь соленоида переключения A между коробкой передач и модулем управления коробкой передач: обрыв, короткое замыкание на плюс АКБ, короткое замыкание на массу.
	645c1a5432d46cec	One or more seat position sensors signal ground circuits: open circuit, short circuit to battery positive voltage.	Одне або кілька кіл маси сигналу датчиків положення сидіння: обрив, коротке замикання на плюс АКБ.	Одна или несколько цепей массы сигнала датчиков положения сиденья: обрыв, короткое замыкание на плюс АКБ.
	661fc56822a1f898	Fuel pump pulse width modulation control circuit - out of range low (diagnostic trouble code flagged by rear electronics control module and stored in the rear electronics control module).	Коло широтно-імпульсного керування паливним насосом — сигнал нижче діапазону (код позначає задній електронний модуль, там же він і зберігається).	Цепь широтно-импульсного управления топливным насосом — сигнал ниже диапазона (код отмечает задний электронный модуль, там же он и хранится).
	6f2d89eca4e40e27	If crankshaft position sensor fault exists, engine will start on the second crank as the engine control module will default to camshaft position signals for synchronization.	Якщо є несправність датчика положення колінчастого вала, двигун запуститься з другої спроби: модуль керування двигуном перейде на сигнали датчика положення розподільного вала для синхронізації.	Если есть неисправность датчика положения коленчатого вала, двигатель запустится со второй попытки: модуль управления двигателем перейдёт на сигналы датчика положения распределительного вала для синхронизации.
	700925dc350eafce	Engine control module identification lost from the rear electronics control module non-volatile memory.	Ідентифікація модуля керування двигуном втрачена з енергонезалежної пам'яті заднього електронного модуля.	Идентификация модуля управления двигателем потеряна из энергонезависимой памяти заднего электронного модуля.
	72513d9899855623	Transmission control module Relay ground circuit: open circuit, high resistance	Коло маси реле модуля керування коробкою передач: обрив, високий опір.	Цепь массы реле модуля управления коробкой передач: обрыв, высокое сопротивление.
	728d8f3c9de1555f	Throttle motor to engine control module drive circuits: short circuit or open circuit.	Кола керування мотором дросельної заслінки від модуля керування двигуном: коротке замикання або обрив.	Цепи управления мотором дроссельной заслонки от модуля управления двигателем: короткое замыкание или обрыв.
	7304777105f5b5ef	Air conditioning pressure sensor signal voltage should be greater than 4.9 volts.	Напруга сигналу датчика тиску кондиціонера має бути більшою за 4,9 В.	Напряжение сигнала датчика давления кондиционера должно быть больше 4,9 В.
	76bcaf27559a63c6	Luggage compartment lid ajar switch failure.	Несправність кінцевого вимикача кришки багажника.	Неисправность концевого выключателя крышки багажника.
	7767d1104b83e632	CAN open circuit fault - adaptive speed control control module to engine control module.	Обрив у шині CAN — модуль адаптивного круїз-контролю до модуля керування двигуном.	Обрыв в шине CAN — модуль адаптивного круиз-контроля к модулю управления двигателем.
	77a82e7b4a30c904	CAN open circuit fault - instrument cluster to engine control module.	Обрив у шині CAN — панель приладів до модуля керування двигуном.	Обрыв в шине CAN — панель приборов к модулю управления двигателем.
	7cbeffede5c73a24	Adaptive damping control module to rear right damper solenoid circuit(s): short circuit to battery positive voltage.	Кола від модуля адаптивних амортизаторів до соленоїда заднього правого амортизатора: коротке замикання на плюс АКБ.	Цепи от модуля адаптивных амортизаторов к соленоиду заднего правого амортизатора: короткое замыкание на плюс АКБ.
	7dc4c96f49b3c96a	Front left wheel speed sensor circuit: open circuit, short circuit to battery voltage, short circuit to ground, high resistance.	Коло датчика швидкості переднього лівого колеса: обрив, коротке замикання на плюс АКБ, коротке замикання на масу, високий опір.	Цепь датчика скорости переднего левого колеса: обрыв, короткое замыкание на плюс АКБ, короткое замыкание на массу, высокое сопротивление.
	7e7cf1a43dd4cf5c	Heated oxygen sensor 2/1 to engine control module variable current circuit fault (heated oxygen sensor pin 3).	Несправність кола змінного струму між підігрівним кисневим датчиком 2/1 і модулем керування двигуном (контакт 3 кисневого датчика).	Неисправность цепи переменного тока между подогреваемым кислородным датчиком 2/1 и модулем управления двигателем (контакт 3 кислородного датчика).
	8159420481d88a2e	Instrument pack sensor to engine control module sensing circuit: high resistance, open circuit, short circuit to ground, short circuit to high voltage.	Коло вимірювання від датчика панелі приладів до модуля керування двигуном: високий опір, обрив, коротке замикання на масу, коротке замикання на високу напругу.	Цепь измерения от датчика панели приборов к модулю управления двигателем: высокое сопротивление, обрыв, короткое замыкание на массу, короткое замыкание на высокое напряжение.
	86317ed3a5844c33	Transmission to transmission control module temperature sensor circuit: open circuit, short circuit, high resistance	Коло датчика температури між коробкою передач і модулем керування коробкою передач: обрив, коротке замикання, високий опір.	Цепь датчика температуры между коробкой передач и модулем управления коробкой передач: обрыв, короткое замыкание, высокое сопротивление.
	885600e7251e0581	General electronics control module to variable assist steering actuator circuit: open circuit, short circuit to ground, short circuit to battery positive voltage, high resistance.	Коло від загального електронного модуля до приводу підсилювача керма зі змінним зусиллям: обрив, коротке замикання на масу, коротке замикання на плюс АКБ, високий опір.	Цепь от общего электронного модуля к приводу усилителя руля с переменным усилием: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ, высокое сопротивление.
	895316deb676d813	Rear electronics control module to driver's rear door ajar switch circuit: open circuit, short circuit to ground, short circuit to battery positive voltage.	Коло від заднього електронного модуля до кінцевого вимикача задніх лівих дверей (з боку водія): обрив, коротке замикання на масу, коротке замикання на плюс АКБ.	Цепь от заднего электронного модуля к концевому выключателю задней левой двери (со стороны водителя): обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ.
	8c7be3cf6ed159e5	Start engine and drive above 1500 rpm at a steady speed for a minimum of 2 minutes.	Запустіть двигун і рухайтеся на оберт понад 1500 об/хв рівномірно щонайменше 2 хвилини.	Запустите двигатель и двигайтесь на оборотах свыше 1500 об/мин равномерно не менее 2 минут.
	8d7be72d7f89556b	Engine control module default:	Аварійний режим модуля керування двигуном:	Аварийный режим модуля управления двигателем:
	921da30f7b7829aa	One or more seat position sensor signal circuits: open circuit, short circuit to ground, short circuit to battery positive voltage, high resistance.	Одне або кілька сигнальних кіл датчиків положення сидіння: обрив, коротке замикання на масу, коротке замикання на плюс АКБ, високий опір.	Одна или несколько сигнальных цепей датчиков положения сиденья: обрыв, короткое замыкание на массу, короткое замыкание на плюс АКБ, высокое сопротивление.
	929fe0425120917e	Evaporative emissions canister close valve to engine control module drive circuit: open circuit, high resistance, short circuit to battery voltage.	Коло керування клапаном закриття адсорбера системи вловлювання парів палива від модуля керування двигуном: обрив, високий опір, коротке замикання на плюс АКБ.	Цепь управления клапаном закрытия адсорбера системы улавливания паров топлива от модуля управления двигателем: обрыв, высокое сопротивление, короткое замыкание на плюс АКБ.
	92e73e6353580dcb	Therefore no further action is required, even if there is an associated guided diagnostic pinpoint test available for this particular diagnostic trouble code.	Тому подальших дій не потрібно, навіть якщо для цього коду несправності існує покроковий тест діагностики.	Поэтому дальнейших действий не требуется, даже если для этого кода неисправности существует пошаговый тест диагностики.
